person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,person_gender,previous_loan_defaults_on_file
-0.787920933051668,-0.5718200927038013,-0.7265003756882442,0.3829391076292005,-0.9216837565661465,2.6494791923441925,-0.2226144039052389,1.4585009749353761,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.9533395281230197,0.05107619886710538,-0.8914038039222942,-0.32325766053766053,-1.1770389496698146,-0.5708593109783643,-0.9960784246801008,1.4585009749353761,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.2916651478376126,0.33516292529509334,-0.5615969474541943,1.0177227194645813,-0.9821626180906995,0.11921322544789788,0.550849616869623,-0.629320871587393,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.45708374290896436,0.4566585386014979,-0.23179009098609432,1.1010380685179748,1.4336319061400558,0.004201136043521064,-0.7382570844218135,0.44441607805288824,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.2916651478376126,-0.30080327703954407,-0.7265003756882442,-0.5768537134658951,-1.150159455658902,-0.34083513216961014,-0.7382570844218135,-0.27140855504063266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.2916651478376126,0.25124034039113796,-0.06688666275204434,0.859026816505736,1.6755473522382678,0.11921322544789788,-0.7382570844218135,0.22569188460764572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.37000923244779454,-0.28887194289406937,-0.3966935192201443,-0.5673319592883643,0.7885240498781573,-0.34083513216961014,0.550849616869623,0.9415165177011666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.45708374290896436,0.1951417215958145,-0.3966935192201443,1.652506331299962,1.3899527283723234,0.80928576187416,-0.4804357441635262,0.18592384943578347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.787920933051668,0.1952128826344555,-0.8914038039222942,0.859026816505736,-0.38073393959653334,0.11921322544789788,-0.4804357441635262,0.7029083066699929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.3625208028759053,-0.2800835546219056,1.0874373348863056,-1.0770631995921751,-1.1770389496698146,-1.0309076685958722,1.5821349779027722,0.06661974392019665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.5204509683753678,-0.09187446758956137,2.4066647607587055,0.06554730171151016,0.7482048088617889,0.004201136043521064,2.3555989986776344,0.7824443770137175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.787920933051668,-0.38855669785700675,-0.5615969474541943,-0.5692363101238705,1.6721874154869039,-0.11081095336085606,-0.7382570844218135,0.2853439373654391,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7008464225904981,-0.34546868895987987,0.5927270501841555,-1.1405415607757132,-0.4680922951319993,-1.0309076685958722,0.2930282766113357,0.4245320604669571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.37000923244779454,-0.5039680423596056,0.4278236219501056,-0.7279322130827157,-0.3706541293424414,-0.11081095336085606,1.0664922973861977,-0.629320871587393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.03917204230509097,0.16884771781796415,0.09801676548200562,0.5416350105880456,-0.0010610866923955074,0.004201136043521064,0.8086709571279103,-0.8082770298607733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.37000923244779454,0.08395259871924843,0.09801676548200562,0.3829391076292005,-0.06489988496831238,0.004201136043521064,0.0352069363530484,-0.4901327484858751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.6225023379803162,0.3372028750694687,-0.8914038039222942,0.06554730171151016,-0.0010610866923955074,-0.5708593109783643,-0.4804357441635262,0.7824443770137175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6225023379803162,0.037508160832887605,-0.8914038039222942,-0.5692363101238705,1.625148300967807,-0.8008834897871182,-0.4804357441635262,-1.7627098739854679,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.45708374290896436,-0.09270467970703974,-0.06688666275204434,0.3829391076292005,-0.007780960195123474,0.234225314852275,-0.9960784246801008,1.3988489221775826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1971022078045535,-0.20294498873505912,0.9225339066522554,-0.4105404071650253,-1.6743095888716946,-0.34083513216961014,-0.2226144039052389,-1.4644496101965008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.787920933051668,-0.27066657717507964,-0.8914038039222942,-0.4105404071650253,-1.1770389496698146,-0.22582304276523318,-0.7382570844218135,0.046735726334265516,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.5354278275191463,-0.30775333848014863,0.5927270501841555,-0.33119245568560274,-1.012402048852976,0.004201136043521064,0.8086709571279103,-0.03280034400945902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8662650176618499,-0.25809479368183585,1.0874373348863056,-0.4105404071650253,0.47268999524993627,-0.22582304276523318,-0.2226144039052389,-2.6177226301805065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7008464225904981,-0.21839879429326345,0.7576304784182055,0.859026816505736,-0.0010610866923955074,1.154322030087291,0.550849616869623,0.7426763418418553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.45708374290896436,-0.16175460753502563,-0.7265003756882442,-1.2040199219592511,0.7414849353590609,-1.2609318474046263,-0.9960784246801008,-1.1860733639934649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7008464225904981,4.748392639213453,0.2629201937160556,1.3381297475384897,-1.1568793291616302,-1.1459197580002491,0.2930282766113357,0.8619804473574421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2916651478376126,-0.03632141675715226,0.2629201937160556,0.0020689405279720957,0.321492841438554,-0.22582304276523318,-0.4804357441635262,0.3052279549513703,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.20459063737644276,0.6060967197476027,0.2629201937160556,1.414462476861694,2.280335967483798,0.004201136043521064,1.0664922973861977,0.40464804288102596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8662650176618499,0.12279466564412884,0.5927270501841555,0.7638092747304289,-0.4277730541156303,0.234225314852275,1.3243136376444848,-0.7287409595170488,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.20459063737644276,0.1507490936569359,0.09801676548200562,0.3829391076292005,-0.0010610866923955074,-0.11081095336085606,0.8086709571279103,0.8818644649433732,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8662650176618499,0.1965886627148482,0.5927270501841555,-0.25184450420618015,3.0195220527838895,-0.6858714003827412,0.0352069363530484,0.7029083066699929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.1971022078045535,-0.051348256083510575,0.9225339066522554,1.3214666777278108,1.9678618496069409,1.154322030087291,1.0664922973861977,-0.2912925726265638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.20459063737644276,0.12338767429947052,-0.06688666275204434,0.7638092747304289,0.9766805079545444,0.234225314852275,0.8086709571279103,1.0409366056308222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.12624655276626082,0.19533148436552383,0.2629201937160556,1.652506331299962,-0.0010610866923955074,0.80928576187416,1.0664922973861977,-0.0725683791813213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5354278275191463,-0.5154724102732343,0.09801676548200562,-0.6485842616032931,1.4101123488805078,0.11921322544789788,0.2930282766113357,0.5637201835684751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.03917204230509097,-0.587392499993074,-0.3966935192201443,-0.7279322130827157,-1.1770389496698146,0.234225314852275,0.550849616869623,1.6374571332087564,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.1187581231943715,1.331796991808544,-0.7265003756882442,0.8987007922454473,1.4437117163941482,-0.6858714003827412,-0.4804357441635262,0.3052279549513703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.12624655276626082,-0.4691702944641555,0.09801676548200562,-0.7279322130827157,-0.34041469858016493,-0.22582304276523318,1.0664922973861977,1.1005886583886157,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.2916651478376126,1.1196896559659297,-0.3966935192201443,1.414462476861694,0.6238871490613185,-0.34083513216961014,-0.7382570844218135,-0.9673491705482223,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.12624655276626082,-0.3175617016395001,-0.5615969474541943,0.859026816505736,0.2509341696599086,1.6143703877047995,0.0352069363530484,-2.538186559836782,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2916651478376126,-0.017345139786218322,-0.3966935192201443,-0.3788012265732563,0.21397486539490418,-0.5708593109783643,0.0352069363530484,-1.3252614870949828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.787920933051668,-0.11023401555893997,-0.5615969474541943,1.652506331299962,-1.1266398983993537,1.6143703877047995,-0.7382570844218135,0.4245320604669571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.45708374290896436,-0.375842592286481,-0.7265003756882442,-0.7279322130827157,0.1938152448867197,-0.4558472215739871,-0.4804357441635262,-1.1463053288216025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9533395281230197,-0.23444560850680946,-0.8914038039222942,-1.2040199219592511,0.3920515132171989,-1.2609318474046263,-0.4804357441635262,-0.11233641435318356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.8587765880899605,-0.43498927557026074,1.9119544760565554,-0.3907034192951697,-1.0460014163666163,0.234225314852275,1.5821349779027722,1.3193128518338582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6225023379803162,-0.4196777920893384,-0.5615969474541943,-0.5692363101238705,-0.34377463533152897,-0.11081095336085606,-0.4804357441635262,0.5637201835684751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.45708374290896436,1.1788244790766027,-0.7265003756882442,-0.3927664660336347,-0.3101752678178885,-1.1459197580002491,-0.7382570844218135,-0.012916326423527887,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.9533395281230197,-0.6056097258851705,-0.23179009098609432,-0.7596713936744848,0.284533537173549,0.234225314852275,-0.7382570844218135,0.7426763418418553,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0241951831613125,0.12310303014490652,1.2523407631203554,0.7003309135468908,-1.509672688054856,0.11921322544789788,1.8399563181610596,-0.2912925726265638,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.2916651478376126,0.39410798563605687,-0.06688666275204434,-0.7279322130827157,-1.1199200248966257,-1.1459197580002491,-0.7382570844218135,0.06661974392019665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.189613778232664,-0.11631828436274566,1.9119544760565554,-0.33119245568560274,0.005658786810332459,-0.34083513216961014,2.6134203389359216,1.0608206232167534,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.37000923244779454,0.6202221859178416,-0.06688666275204434,0.3829391076292005,-0.1186588729901373,-0.5708593109783643,0.2930282766113357,0.9415165177011666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.45708374290896436,0.9059693365807863,-0.5615969474541943,1.811202234258807,0.7213253148508764,-0.11081095336085606,-0.7382570844218135,-1.80247790915733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.1971022078045535,0.3925543029590617,0.9225339066522554,0.8515681090666702,-0.36729419259107743,-0.11081095336085606,1.0664922973861977,-1.205957381579396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.12624655276626082,0.2324656863630202,-0.3966935192201443,0.24011279496623986,-0.6965679942247549,-0.34083513216961014,-0.2226144039052389,-0.0725683791813213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.45708374290896436,0.7664343999788876,-0.7265003756882442,0.5416350105880456,-0.34377463533152897,-0.5708593109783643,-0.4804357441635262,0.5836042011544061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0316836127332016,-0.16520591790911424,0.7576304784182055,-1.1246719704798287,0.8322032276458902,-1.1459197580002491,-0.2226144039052389,0.16603983184985233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.787920933051668,0.1278826799069605,-0.8914038039222942,-0.33119245568560274,0.8288432908945262,-0.6858714003827412,-0.7382570844218135,-2.200158260875953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2916651478376126,-0.2927976601924313,0.09801676548200562,-0.09314860124733501,-1.3013566094702846,0.234225314852275,-0.7382570844218135,0.5438361659825439,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.693357993018609,1.7902757035994148,1.7470510478225054,-0.6327146713074085,-1.0460014163666163,-1.3759439368090034,2.0977776584193473,0.5637201835684751,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.787920933051668,-0.10576273029766366,-0.8914038039222942,0.22424320467035533,-0.1354585567469578,0.11921322544789788,-0.4804357441635262,-1.4445655926105696,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.787920933051668,-0.41948802931962903,-0.8914038039222942,-0.5692363101238705,-0.7100077412302108,-0.11081095336085606,-0.7382570844218135,0.08650376150612779,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.20459063737644276,-0.35666469237273085,0.2629201937160556,-0.25184450420618015,0.328212714941282,0.234225314852275,0.2930282766113357,0.10638777909205892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.6225023379803162,-0.1595723356833682,-0.06688666275204434,0.06554730171151016,1.1245177250145626,0.11921322544789788,-0.7382570844218135,-0.11233641435318356,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.1971022078045535,-0.7402226906477332,0.5927270501841555,-1.045324019000406,-0.0010610866923955074,0.3492374042566521,0.2930282766113357,1.3391968694197893,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.45708374290896436,0.6010324258309847,-0.8914038039222942,-0.25184450420618015,0.47268999524993627,-0.9158955791914953,-0.4804357441635262,-1.2854934519231205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.7008464225904981,0.48063980862351563,1.2523407631203554,-0.5692363101238705,-1.3013566094702846,-1.0309076685958722,1.0664922973861977,0.24557590219357686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.6225023379803162,-0.11990005664100944,-0.5615969474541943,-0.25184450420618015,0.8120436071377057,-0.34083513216961014,-0.4804357441635262,0.7625603594277864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6225023379803162,-0.3714424680638457,-0.5615969474541943,-0.22439011299429995,-0.2530563430446996,0.3492374042566521,-0.7382570844218135,0.7029083066699929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.45708374290896436,0.03772164394881061,-0.23179009098609432,-1.3587484273441253,-0.8746446420470496,-1.4909560262133803,-0.4804357441635262,-0.8679290826185667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.45708374290896436,-0.7155060898930917,-0.06688666275204434,-0.7279322130827157,-0.6965679942247549,1.269334119491668,-0.4804357441635262,-1.205957381579396,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3.512962538803478,-0.5321240933152288,3.560988758397055,0.3829391076292005,-0.0010610866923955074,2.3044429241310618,2.6134203389359216,0.24557590219357686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.03917204230509097,0.7670392688073362,-0.06688666275204434,-0.25184450420618015,1.5478697556864336,-0.9158955791914953,0.2930282766113357,1.3789649045916517,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.03917204230509097,-0.16768469408844247,0.09801676548200562,-0.7279322130827157,-0.061539948216948394,-0.6858714003827412,0.0352069363530484,-0.8878131002044979,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.2916651478376126,0.31861798381106027,-0.8914038039222942,2.2872899431353426,-0.03802039095739992,0.9242978512785371,-0.2226144039052389,-0.15210444952504584,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.5354278275191463,1.0187358624805614,0.5927270501841555,2.2872899431353426,-0.13209861999559383,0.004201136043521064,0.0352069363530484,0.5239521483966127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.03917204230509097,0.5065424266888405,-0.5615969474541943,0.859026816505736,0.9766805079545444,-0.22582304276523318,0.550849616869623,0.046735726334265516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.45708374290896436,-0.5192676656674211,-0.5615969474541943,-0.25184450420618015,-0.5688903976729206,0.9242978512785371,-0.4804357441635262,1.2198927639042025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.03917204230509097,0.28067729004229924,0.09801676548200562,0.9542443582810431,-1.6877493358771507,0.11921322544789788,0.2930282766113357,-0.21175650228283924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.2916651478376126,-0.31879515964261085,-0.06688666275204434,-0.7914105742662537,1.000200065214093,-0.5708593109783643,-0.7382570844218135,0.5040681308106816,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6225023379803162,-0.3723201208737514,-0.3966935192201443,-0.9143998990593588,-0.34041469858016493,-0.6858714003827412,-0.4804357441635262,0.026851708748334382,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4.3400555141602375,-0.3845716796931106,3.890795614865155,1.652506331299962,-0.10185918923331679,3.2245396393660775,3.3868843597107836,1.4187329397635138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.9533395281230197,-0.5123887652654575,-0.8914038039222942,-0.3788012265732563,-0.007780960195123474,0.5792615830654061,-0.9960784246801008,-1.4644496101965008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.45708374290896436,1.1466003887453355,0.09801676548200562,2.9220735549707233,-0.007780960195123474,0.234225314852275,-0.7382570844218135,0.7029083066699929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.693357993018609,-0.36893997153830377,1.9119544760565554,-0.09314860124733501,-1.1837588231725427,0.4642494936610289,2.6134203389359216,1.2000087463182714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.8662650176618499,-0.43523833920550425,1.0874373348863056,0.4146782882209695,-0.34377463533152897,1.6143703877047995,0.0352069363530484,0.265459919779508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.787920933051668,-0.6100810111464469,-0.23179009098609432,-0.8548889354497918,-0.0010610866923955074,0.004201136043521064,-0.7382570844218135,1.597689098036894,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.5354278275191463,-0.517346317624114,0.4278236219501056,-0.3788012265732563,0.1568559406217153,0.5792615830654061,0.0352069363530484,-0.8878131002044979,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.45708374290896436,0.19494009865299833,-0.5615969474541943,0.06554730171151016,-1.1837588231725427,-0.4558472215739871,-0.4804357441635262,1.438616957349445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5354278275191463,0.6910629998849595,-0.06688666275204434,-0.4898883586444479,0.996840128462729,-1.0309076685958722,0.8086709571279103,0.2058078670217146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.3550323733040157,6.171779454456994,1.9119544760565554,2.2872899431353426,2.492011982819733,-1.1459197580002491,1.3243136376444848,0.6830242890840619,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.3625208028759053,-0.3838956498260211,1.2523407631203554,-1.2357591025510202,1.0337994327277333,-1.1459197580002491,2.871241679194209,1.00116857045896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3.016706753589423,0.34723658151785003,3.2311819019289554,1.9698981372176523,2.612969705868839,0.6942736724697832,2.6134203389359216,0.18592384943578347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
